id;author;aff_id
7217064;Adil Hussain;174
7217065;Matthew J. Billings;96
7217066;Woakil Uddin Ahamed;141
7217067;A. E. Orhun;181
7217068;Neville David Sinnamon;14
7217069;James D. Walker;186
7217070;Jonathan Blakes;123
7217071;Omar Inverso;97
7217072;Jonathan A. J. Deutscher;62
7217073;D. E. Luke;151
7217074;Wan Ching Ho;81
7217075;Gabin-Wilfried Kayumbi-Kabeya;69
7217076;Shahid Maqsood;35
7217077;Gavin Lowe;162
7217078;Norman W. Paton;194
7217079;James D. Edge;165
7217080;Christopher David Turner;70
7217081;Sam J. C. Davies;46
7217082;Xristine Faulkner;2
7217083;Danica Damljanovic;121
7217084;Marco Eric Pérez Hernández;157
7217085;Yvonne Skalban;91
7217086;Shun Ha Sylvia Wong;56
7217087;Jorge Figeroa;99
7217088;Graham Deane;55
7217089;Jospeh Amoako-Attah;148
7217090;Marco Elver;150
7217091;Petroula Tsampouka;67
7217092;Philip Thomas Hodgers;194
7217093;Muhammad Ali Alsubaie;31
7217094;A. Bainbridge;108
7217095;B. S. A. Al-Rashoud;86
7217096;Abdulaziz Omar Abdullah Alsadhan;30
7217097;Susan Gasson;182
7217098;A. W. J. Griffin;177
7217099;Graeme Milligan;166
7217100;Seung Min Lee;71
7217101;John Howell;80
7217102;Ning Wang 0001;21
7217103;Sarah Omar Al-Humoud;81
7217104;Jianzhi Li;64
7217105;Chia Woo Yu;72
7217106;Z. Taha;61
7217107;Andrew Collins;109
7217108;Diána Turcsány;176
7217109;Zoe Zoni Kavogli;85
7217110;Alice Clifford;67
7217111;Stephen C. Williams;4
7217112;Matthew Higgs;24
7217113;Bogdan Vladimir Ghita;71
7217114;Charilaos Pasantonopoulos;166
7217115;Lichi Zhang;63
7217116;Victoria G. Mortimer;82
7217117;Paul Hulse;63
7217118;Rosli Bin Omar;76
7217119;Lesley Fosh;64
7217120;Flávia de Almeida Barros;104
7217121;Christopher K. Cowley;159
7217122;Husam Yaseen;34
7217123;Trevor John Cockram;65
7217124;Jonathan Parr;127
7217125;Wu-Hsiung Chen;74
7217126;Katia Lebart;26
7217127;Benjamin Heckmann;134
7217128;Andrew Patrick Hayes Weightman;37
7217129;S. F. Stanczyk;140
7217130;Hugo Marques;65
7217131;Arno Pauly;81
7217132;Vrizlynn L. L. Thing;181
7217133;Mohsen Ghasempour;142
7217134;Kazeem Ayinde Oladele;97
7217135;Arooj Fatima;179
7217136;Jimmie Andrew Miller;157
7217137;Asma Mubarak;190
7217138;Tahir Habib Nawaz;112
7217139;Donald Calum McMillan;52
7217140;Gianfranco Antonino Gliozzo;12
7217141;Nick F. Ryman-Tubb;157
7217142;Aristea-Maria Zafeiropoulou;20
7217143;Ian Christopher Weaver;58
7217144;Jörn Gause;127
7217145;Victor P. Lane;110
7217146;Stanislavs Golubcovs;123
7217147;Wanmu Liu;18
7217148;Andrew Alexander Wallace;126
7217149;Weng Kin Ho;15
7217150;Hamish Taylor;161
7217151;Fatmah Y. Akeel;95
7217152;Ruy José Guerra Barretto de Queiroz;103
7217153;Raphael Velt;157
7217154;David V. J. Murphy;73
7217155;Vincent Yampolsky;99
7217156;Graham Richard McFarlane Collins;30
7217157;Yun Peng Lin;104
7217158;Martin Swientek;107
7217159;Alex Macfie;132
7217160;Snaider Carrillo;44
7217161;Qiang Guo 0002;27
7217162;Neil Anirvan Sagomisa Datta;7
7217163;Ciarán M. Lee;30
7217164;Kan Ren;76
7217165;Youyi Lu;158
7217166;Peter Leslie Davies;57
7217167;Andrew P. Black;id
7217168;C. B. Rivers;81
7217169;Efstathios Goudoulakis;66
7217170;Ruth Pastôra Saraiva Leão;10
7217171;Anthony Howitt;84
7217172;Merkourios Karaliopoulos;143
7217173;C. L. Hankin;88
7217174;Ngiam Chiung Wong;9
7217175;Christopher Smowton;23
7217176;Ashwin R. Usgaocar;85
7217177;Ehab El Salamouny;177
7217178;Peter John Bentley;142
7217179;Abdulrahman Salih;141
7217180;Gopikrishnan Mannamparambil Chandrasekharan;20
7217181;M. K. Chan;64
7217182;H. O. D. Longe;20
7217183;Lewis Irwin Berman;10
7217184;Howaida Gomaa Takey El-Din;77
7217185;Edson Costa de Barros Carvalho Filho;111
7217186;Nasri Sulaiman;6
7217187;I. G. D. Strachan;146
7217188;Siamak Shams;127
7217189;Cleveland Augustine Gibbon;152
7217190;Jing Hu 0006;148
7217191;Nayef Baker;5
7217192;Claire Elizabeth Q;159
7217193;Maria Dobrska;24
7217194;Joe Marshall;31
7217195;Rongqiang Qian;171
7217196;Xueni Pan;146
7217197;Eduardo Cabal-Yepez;18
7217198;James Robert Brown;15
7217199;Jun Wang 0033;11
7217200;Jasmin Lesley Wason;3
7217201;D. Ingram;79
7217202;Brendan Neville;178
7217203;Jack A. Hunter;52
7217204;Lyndon J. Clarke;36
7217205;Osman Ali Sadek Ibrahim;100
7217206;Mark G. Wallace;82
7217207;Jiahua Wu;31
7217208;Siti Nur Iqmal Ibrahim;95
7217209;Christopher Power;173
7217210;Kay Rogage;85
7217211;Mian Wei;138
7217212;Anna-Louise Ellis;152
7217213;Maja Vukovic;176
7217214;S. C. Da Costa;101
7217215;Chris Colin Baillie;117
7217216;Antony A. Faustini;147
7217217;Anthony Brown 0001;125
7217218;Sa'adah Hassan;146
7217219;Rand Hindi;151
7217220;D. G. Delaney;39
7217221;Dominic P. Mulligan;121
7217222;John M. Coleby;157
7217223;Adam T. Sampson;175
7217224;P. Pantziarka;70
7217225;Katriel Cohn-Gordon;81
7217226;Pathmeswaran Raju;56
7217227;Mohammed Hassan Abdulla Haji;193
7217228;Marta Mrak;66
7217229;Ben Horsburgh;186
7217230;Viet-Anh Nguyen;14
7217231;Timothy M. Hospedales;134
7217232;Yang Wang 0038;155
7217233;Yevgeniya Kovalchuk;170
7217234;Chaiyaporn Chirathamjaree;159
7217235;Liang Shen 0006;160
7217236;Daniel J. Russell;187
7217237;Ognjen Prnjat;70
7217238;M. J. West;97
7217239;Jonathan Paul Tidmus;187
7217240;Duc Cuong Nguyen;38
7217241;Kwok Mak;165
7217242;Ali Hussein Raheem;188
7217243;Russell Harmer;87
7217244;C. R. Shashidhar;167
7217245;Luca Gasparini 0002;134
7217246;George Angelos Papadopoulos;109
7217247;Musaid Seleh Al Tayyar;11
7217248;Martin Peter Todd;198
7217249;Stephen G. Matthews 0001;4
7217250;Haneen Algethami;182
7217251;Omer Dawelbeit;63
7217252;Hyoungshick Kim;182
7217253;Rory V. O'Connor;105
7217254;Ayman Mahfouz;51
7217255;Stephen Brooks;71
7217256;S. G. Owen;1
7217257;Omer Khalid;180
7217258;Qianyun Zhang;153
7217259;Judith Barnard;159
7217260;Stephen David Drake;148
7217261;James Salter;45
7217262;Malcolm Wallace;49
7217263;Richard George Vigars;44
7217264;Ayomi Bandara;46
7217265;Samuel Coulter Tannahill;92
7217266;B. Hallam;112
7217267;Raul Murillo Garcia;169
7217268;Kamal S. Chenaoua;91
7217269;Malte Harder;48
7217270;Gavin Adrian Rummery;156
7217271;Vu Ngoc Duy Luong;117
7217272;Marion Edwards;85
7217273;Olamidipupo Solomon Ajigboye;54
7217274;Alison Pease;184
7217275;Oksana Schaeffer;169
7217276;Christos L. Koumenides;61
7217277;Diman Hassan;141
7217278;S. T. Murdoch;115
7217279;Chun Wang Nicholas Ng;123
7217280;Thomas J. Strain;65
7217281;Ashur Rafiev;61
7217282;Richard O. Sinnott;72
7217283;Andrew John Sadler;61
7217284;Brian J. Ross;24
7217285;John B. Butcher;146
7217286;Stephen Renals;188
7217287;John William Charnley;38
7217288;Ilyas Eminoglu;31
7217289;Matthew Gamble;7
7217290;Shokoofeh Ketabchi;68
7217291;Stephen Paul Wade;45
7217292;Keeran J. Brabazon;127
7217293;Irfan Ullah 0002;198
7217294;Mazin Rahim;151
7217295;P. H. F. McGregor;178
7217296;J. B. Emery;27
7217297;Emma Hart;48
7217298;Timothy Frank Wiegnad;21
7217299;Ezequiel Julian Bianco-Martinez;142
7217300;P. Shepherd;192
7217301;H. Al-Lakany;120
7217302;Saemundur O. Haraldsson;162
7217303;Paul William Parry;174
7217304;David Bernhard;159
7217305;Nora Alkhamees;89
7217306;Georgios N. Yannakakis;129
7217307;Anthony Costa Constantinou;41
7217308;Robin Donaldson;178
7217309;Chris Venour;158
7217310;Anastasis A. Sofokleoous;90
7217311;Frank Hutson Gregory;31
7217312;Lizhi Zheng;96
7217313;Nicola Burns;199
7217314;Marcílio Carlos Pereira de Souto;4
7217315;Samit Khosla;134
7217316;Sandra Steinert;122
7217317;Wegene Demeke;9
7217318;Oliver Schoett;155
7217319;Heiko Hirschmüller;129
7217320;M. Afshar;51
7217321;Jamie Garside;65
7217322;Patrick Weber;27
7217323;M. Sepehry Rad;144
7217324;Nicky Young;22
7217325;Adolfo Sanchez-Barbudo Herrera;59
7217326;Seyyed Madasar Ali Shah;130
7217327;Douglas Joseph Santry;11
7217328;Georgios Vasileios Gkoutos;152
7217329;Nora Alkaldi;32
7217330;Muddesar Iqbal;115
7217331;R. J. Collins;133
7217332;Nicholas Lambert;10
7217333;Horia A. Maior;194
7217334;Asser Hassan Youssef Azz El Din;181
7217335;A. C. S. Wong;53
7217336;Colin Anthony Mclay;50
7217337;Gerald Wachira Chege;177
7217338;Md. Sanaul Hoque;44
7217339;Akara Supratak;180
7217340;Fahd M. Aldosari;74
7217341;Thomas Richardson 0003;136
7217342;Heather S. Packer;8
7217343;Gintautas Sulskus;72
7217344;Dominic Frank Julian Binks;95
7217345;Thiam Kian Chiew;125
7217346;Hasanein Hasan;195
7217347;Saba K. Toor;78
7217348;Helen X. Xiang;44
7217349;Cláudio Elízio Calazans Campelo;69
7217350;Roland Stelzer;39
7217351;Tamas Kukla;id
7217352;Colin Frank Snook;21
7217353;Chris Greenhalgh;193
7217354;Neil Eliot;175
7217355;Yasser Al-Roqi;24
7217356;Paul Michael Godley;11
7217357;Conrad Attard;51
7217358;Blaz Zlicar;135
7217359;Mark Levy;178
7217360;John Stuart Harper;48
7217361;Tamar L. Collins;173
7217362;Noor Zuraidin Mohd-Safar;187
7217363;Andrew Wilkinson;138
7217364;M. C. McNally;153
7217365;Miguel Martinez-Alvarez;128
7217366;Cheng Chan;114
7217367;Wing-Kay Kan;132
7217368;Jonathan Michael David Hill;134
7217369;Elizabeth M. Murphy;60
7217370;Karl M. Sammut;12
7217371;John D. Thomson;88
7217372;J. Greig;36
7217373;Ronald Denaux;127
7217374;Mohammed Alawairdhi;94
7217375;Saad Almutairi;176
7217376;Jiwei Wang;178
7217377;Eamonn Joseph O'Neill;50
7217378;Ramizi Mohamed;7
7217379;Robert David Johnson;86
7217380;Yang Chang;132
7217381;Laurent Moulinier March;8
7217382;Nalina Phisanbut;10
7217383;Nicholas James Palmer;183
7217384;Btihaj Ajana;3
7217385;Ruben Stranders;157
7217386;James William Smith;188
7217387;Dean Mohamedally;142
7217388;Alan W. Andrew;148
7217389;Christopher John Ponder;182
7217390;Pooneh Bagheri Zadeh;118
7217391;Robert C. B. Cooper;71
7217392;Taha Mohammed Osman;92
7217393;James Sharp;107
7217394;James J. Govindhasamy;19
7217395;Craig Gaskell;67
7217396;Saad Bani-Mohammad;137
7217397;A. R. Aylward;101
7217398;Shahrukh Agha;173
7217399;Ze Ji;195
7217400;Arshad Muhammad;68
7217401;Catalina Llado Matas;58
7217402;Al Sadiq ul Amin Muhammad Madani Halepota;165
7217403;Bryn A. Bell;113
7217404;Bhanu Prasad Pokkunuri;82
7217405;Christopher David Claxton;24
7217406;Abdul Rahman Mohamed Tasir;189
7217407;Matthew P. John;91
7217408;Christopher James Chilton;32
7217409;S. Yasemin Kural;189
7217410;Sardar F. Jaf;80
7217411;Ehab Mohamed Mahmoud Essa;84
7217412;Edwin Mit;77
7217413;Wallen Mphepo;123
7217414;Kristian Garza Gutierrez;24
7217415;Andy J. Galloway;74
7217416;Nicholas Drivalos Matragkas;153
7217417;Vorapol Jittamas;190
7217418;Maria Adelaide Pinto dos Santos Carvalho;140
7217419;Stefan Haflidason;34
7217420;Dominic S. J. Stanyer;141
7217421;Ahmed Al-Hunaiyyan;101
7217422;Su-Wei Tan;138
7217423;Priyanka Chaurasia;119
7217424;Rajesh Muthu;187
7217425;Peter Axel Nielsen;96
7217426;Marko Horvat;94
7217427;Jonathan G. Campbell;49
7217428;Sowmya Ramakrishnan;167
7217429;Aisha Fouad Bushager;106
7217430;Jadvinder Singh Sidhu;88
7217431;Joan Evelyn Aarvold;30
7217432;Sherin M. Youssef;122
7217433;Alexandros Giagkos;23
7217434;James Black;53
7217435;Jeremy Andrew Swann;29
7217436;Jose Fortuna;57
7217437;Andrew Charles Pardoe;176
7217438;K. I. Shihab;136
7217439;G. C. Dooley;192
7217440;S. Z. M. Ibrahim;69
7217441;Jeremy Wyatt;65
7217442;Terence J. Harmer;134
7217443;Cosmin Gorgovan;145
7217444;Forouzan Golshani;197
7217445;Dimitrios-Stavros Grammenos;154
7217446;Pau Climent-Pérez;194
7217447;Lee Richard Frederick Odiam;42
7217448;Martin Mayer;130
7217449;Veit Dominik Kunz;179
7217450;Clive C. H. Rosen;109
7217451;Yiu-Kwong Wong;155
7217452;Paraskevi Zerva;137
7217453;Philip J. Green;176
7217454;Nicholas J. Bailey;60
7217455;Jethro Shell;122
7217456;Sumeet Agarwal;112
7217457;Alan Davies;98
7217458;Steven Marcus Furnell;41
7217459;Stanley Gill;181
7217460;M. J. Gregson;138
7217461;Zhonglun Cai;157
7217462;Daniel P. F. Sturdy;180
7217463;Ilektra-Georgia Apostolidou;155
7217464;Farshid Khalili;23
7217465;Syed S. Husain;165
7217466;Yunjia Li;111
7217467;Zhenghua Xu;7
7217468;Yu Chan;163
7217469;Ian David Woodward;97
7217470;P. K. Sinha;43
7217471;A. Floyd;186
7217472;Louis Parsonson;118
7217473;Pawel Paczkowski;29
7217474;Raúl V. Casaña Eslava;110
7217475;A. T. Fuller;99
7217476;Fabio Nemetz;133
7217477;Colin Smart;186
7217478;William J. Buchanan;78
7217479;Clive Andrew Jervis;55
7217480;Alireza Tamaddoni-Nezhad;38
7217481;Christos Stergiou 0003;100
7217482;Obiajulu Anizoba Aghanya;80
7217483;Daniel Morrison;63
7217484;Farshad Fatin;153
7217485;Ahmed A. Alzahrani;114
7217486;James Matthew Armstrong;92
7217487;Claudia Krehl;121
7217488;Martin James Loomes;124
7217489;Konstantinos Zachos;107
7217490;Laurent Chevalier Langlois;4
7217491;Matheus Paixão;39
7217492;Farzana Abdulla Maraghi;106
7217493;Stephen Dowland Page;51
7217494;Sheila Catherine Lynch;65
7217495;Helmut Cantzler;86
7217496;Kenneth Peter Williams;49
7217497;Horng-Chang Yang;157
7217498;Kee Khoon Lee;180
7217499;Alex K. Simpson;137
7217500;Richard Boulton;25
7217501;Kamal Mabrok Moftah Solaiman;89
7217502;Elham Kashefi;161
7217503;Lingbo Li 0001;120
7217504;Erol-Valeriu Chioasca;78
7217505;Faisal Fayyaz Qureshi;7
7217506;D. A. Wilson;9
7217507;Vassilios A. Chouliaras;196
7217508;Anna Ritchie;134
7217509;P. D. Laurence;67
7217510;Muhammad Yassin Al-Hafez;9
7217511;Richard Jensen;27
7217512;Rupesh N. Shet;89
7217513;Yusuf Sani;195
7217514;Alastair Mark Paterson;60
7217515;Sean Clark;174
7217516;Saleh Al-Zahrani;194
7217517;Daniel James Tallis;86
7217518;Stephen Robert Pettifer;108
7217519;Jerry Dwight Aplevich;68
7217520;Zurina Muda;172
7217521;Yanru Wang;145
7217522;Vivian Chinwendu Oyemike;90
7217523;Heng Yang 0001;142
7217524;Intekhab Asim Alam;56
7217525;Ikechukwu E. Onyenwe;131
7217526;Ali Sohaib;49
7217527;D. J. Lacey;189
7217528;David McMinn;74
7217529;Xu Wang 0011;159
7217530;Noor Azizah K. S. Mohamadali;106
7217531;Joseph Ray Davidson;124
7217532;Jianmin Pang;150
7217533;Ramsay Taylor;42
7217534;João Monteiro;160
7217535;M. Saraee;168
7217536;Cornelis H. Hoogendoorn;5
7217537;Xinyuan Lao;98
7217538;Milan Vasilko;129
7217539;M. S. Sheya;142
7217540;Simon C. Merrall;195
7217541;Rouaa Yassin Kassab;134
7217542;Dmitry Dereshev;84
7217543;Xiaolin Chen;84
7217544;Remy Peyret;8
7217545;Sana Hoor Arisar;130
7217546;Laura Hutchins-Korte;158
7217547;Muneer O. Bani Yassein;153
7217548;Stuart Edward Gibson;23
7217549;Sotiris Moschoyiannis;188
7217550;Ioannis V. Vasilopoulos;69
7217551;Z. Theochari;40
7217552;Roger Harnden;54
7217553;Nasser Kalantery;31
7217554;M. F. Schulz;36
7217555;Charlie Hargood;154
7217556;Tomas By;199
7217557;Tessa Berg;191
7217558;Malcolm Craig Pullan;82
7217559;W. A. Bock;76
7217560;Colin O'Reilly;156
7217561;Cornelius Poepel;80
7217562;Brian Robert Webb;193
7217563;Maryam Al Dabel;91
7217564;Yang Li 0003;183
7217565;Jonathan Heathcote;171
7217566;Hiok Chai Quek;27
7217567;Rosanne English;99
7217568;Vicente Guerrero Rojo;40
7217569;Juan Chen;95
7217570;Leonardo Freitas;15
7217571;Xuemei Li 0002;127
7217572;Robert Ben Chatley;141
7217573;Hilary Berger;73
7217574;Adrian Benfell;71
7217575;Simon Ambler;95
7217576;D. A. Stevens;113
7217577;Nafrizuan Mat Yahya;59
7217578;Mustansar Ali Ghazanfar;178
7217579;Alastair T. P. Pearce;125
7217580;Piers R. Williams;144
7217581;Sam Bakhtiar Sanjabi;40
7217582;Denis M. Anthony;95
7217583;Andrew George Jamieson;23
7217584;Bridget Joan Healy Beattie;31
7217585;Nada Massoud Alruhaily;50
7217586;Ralf Franken;137
7217587;Jonathan K. Lawder;56
7217588;John Pirie;72
7217589;Patrick Michael Holroyd;191
7217590;Joel J. Wright;178
7217591;Shan Khazendar;89
7217592;Waraporn Jirapanthong;112
7217593;Roland Perera;194
7217594;Muhammad Mukaram Khan;175
7217595;Suparawadee Trongtortam;146
7217596;Thanapong Intharah;107
7217597;Zhenyu Chen 0006;95
7217598;Philippe Li-Thiao-Té;141
7217599;Tracy Gardner;11
7217600;Wei Pang;36
7217601;S. O. Childs;178
7217602;Carol Shergold;88
7217603;Hasan Najib Yousif Qunoo;148
7217604;Modupe Ayara;55
7217605;Osama M. Al Arrayedh;147
7217606;Mohammed N. Alenezi;83
7217607;Muhammad Raza Ali;93
7217608;Matthew C. Rowe;139
7217609;Vassilios Hurmusiadis;28
7217610;Stuart David Collin;1
7217611;Alistair Neil Dunlop;51
7217612;Richard John Hicks;66
7217613;Swee Leong Kok;183
7217614;Barbara Pizzileo;132
7217615;Naizheng Zhang;78
7217616;Julie Anne Dugdale;93
7217617;R. B. Antonov;133
7217618;Simon G. Bance;5
7217619;Katrina Samperi;94
7217620;Ako-Mbark Armstrong Takang;17
7217621;Thomas Oliver Jackson;101
7217622;Sunny Rukhsana Elynn Bains;81
7217623;Huang Fei;122
7217624;Stephen Wayne Ball;166
7217625;Ran Xu;120
7217626;Ping-Lin Chang;96
7217627;Hafizul Ismail;100
7217628;Tim Watson;191
7217629;Omar Abdullah Batarfi;187
7217630;Christopher Michael Field;121
7217631;Andrew Marc Burkimsher;171
7217632;Tomasz Mazur;194
7217633;A. H. S. Loh;168
7217634;Andrew Harry Watson;196
7217635;Sebastián Uchitel;57
7217636;K. H. Chan;40
7217637;Thomas Gibson-Robinson;88
7217638;Charles A. Clarke;25
7217639;Ruqayah Rabeea Hashim Al-Dahhan;119
7217640;Rami Suleiman Alkhawaldeh;13
7217641;Che Zulkhairi Abdullah;40
7217642;Chalita Toopsuwan;102
7217643;Panagiotis Kouvaros;71
7217644;Ben Hutchinson;99
7217645;Adam Michael Gundry;119
7217646;Luca Plattner;15
7217647;Savvas Papaioannou;170
7217648;William Denman;163
7217649;Xi Bai 0001;12
7217650;Adrian D. McKernan;39
7217651;Richard Foster;8
7217652;Haizhou Qu;168
7217653;Nikolaos Nikolaou;161
7217654;Alexandros Papanikolaou;125
7217655;Patrick Wendel;145
7217656;Gareth L. Jones 0002;14
7217657;Stephan Glöckner;162
7217658;Mahmoud Awad 0002;2
7217659;Olusegun Ogundapo;96
7217660;Wang Miao;86
7217661;Mark D. Dunlop;167
7217662;Ian A. MacLeod;180
7217663;F. Hwang;192
7217664;Mudar A. O. Barry;123
7217665;Francisco A. C. Pinheiro;101
7217666;Victoria Bloom;128
7217667;Maryam Kheir Abadi;17
7217668;Sonia Ranade;135
7217669;Kerstin I. Eder;134
7217670;R. W. J. Ely;11
7217671;Siddhartha Kargupta;31
7217672;Wolfgang Prinz;127
7217673;Cherifa Mansoura Liamani;181
7217674;Devina Ramduny-Ellis;131
7217675;Ku Muhammad Naim Ku Khalif;193
7217676;Panagiotis Markopoulos;196
7217677;Nithin M. Thomas;81
7217678;Ian Postlethwaite;134
7217679;Maximilian C. Bolingbroke;126
7217680;N. Cooper;190
7217681;Jack C. Chaplin;129
7217682;Triantafillos Koukoulas;159
7217683;Ayush Goyal;33
7217684;Gilad L. Rosner;189
7217685;Zoë P. Lock;101
7217686;Ahmad Al Nawasrah;9
7217687;Andrew Sherlock;38
7217688;Corin Pitcher;122
7217689;Ashley McClenaghan;100
7217690;M. G. Singh;126
7217691;Gary John Hill;140
7217692;Oksana Samko;48
7217693;Alexey Bakhirkin;182
7217694;Tracy Hall;93
7217695;Md Golam Jamil;59
7217696;Chris Cox;124
7217697;David G. Melvin;173
7217698;Sulieman Salem Alshuhri;125
7217699;Keith Richard Baker;15
7217700;Li Zhang 0013;185
7217701;Phillip M. Yelland;138
7217702;Vincent Austin Hall;121
7217703;Ling Shao 0001;29
7217704;Xinqun Liu;41
7217705;Jan Bracker;98
7217706;Hsun-Wen Lisa Liu;68
7217707;Anthony J. Field;16
7217708;Rodney Martineau Burstall;192
7217709;Cathryn Peoples;46
7217710;Alireza Talebpour;131
7217711;Hua Zhou;42
7217712;Atish Rajkomar;196
7217713;D. R. S. Hedgeland;117
7217714;Alexander James Gibb;185
7217715;Zakea Idris Ali Il Agure;96
7217716;Saman Hameed Amin;161
7217717;Lan Su;166
7217718;Bryan Christopher Burford;80
7217719;Ioannis Konstas;96
7217720;Jane Mycock;92
7217721;Ian Heath;137
7217722;John Anthony Bradshaw;77
7217723;I. McRitchie;53
7217724;Elio Tuci;92
7217725;John M. Henry;110
7217726;V. Spiliotopoulos;151
7217727;Rishi Nalin Kumar;118
7217728;A. Findlay;142
7217729;J. F. A. de O. Pantoja;92
7217730;Andrew Stevens 0001;38
7217731;Brahim Betkaoui;137
7217732;A. A. Hadjiaslanis;183
7217733;Alison Elisabeth Bacon;179
7217734;Attila Egri-Nagy;142
7217735;Muhammad Hilmi Kamarudin;18
7217736;Graham D. Parrington;130
7217737;William Bruce Croft;130
7217738;Adrian Adewunmi;133
7217739;Hasan Tahir;138
7217740;Wei Li 0083;191
7217741;Leif Oppermann;141
7217742;Khaled Fawagreh;177
7217743;John Paul Kawalek;69
7217744;George Charalambous;178
7217745;Ian Hales;83
7217746;L. Zheng 0001;169
7217747;Xinyu Niu;142
7217748;Yonghao Wang;63
7217749;Elisa Rondini;19
7217750;Simon Shiu;168
7217751;John Paul Vargheese;57
7217752;C. F. Stanier;142
7217753;Nicholas Micallef;160
7217754;Abubakar Attah Umar;44
7217755;Konstantinos Papazachariou;122
7217756;Hyoseob Kim;102
7217757;P. J. Gollop;37
7217758;Adrian Bulat;115
7217759;Robert H. Currie;70
7217760;Peter David Cornwell;85
7217761;Faisal Alrebeish;112
7217762;Siffat Ullah Khan;89
7217763;Alexander J. Summers;4
7217764;Mark H. Smith;132
7217765;George Barrett Smith;64
7217766;C. V. W. Armstrong;148
7217767;Ahmad F. Subahi;113
7217768;Natalie Kerracher;131
7217769;Averil Meehan;31
7217770;Sirapat Boonkrong;194
7217771;Kui-Fu Du;125
7217772;Jeffrey Alun Jones;49
7217773;Evangelos Kehris;98
7217774;J. M. Lewis;140
7217775;James Ingham;188
7217776;Savita de Souza;50
7217777;Roger James Stockwell;78
7217778;Ali Owrak;157
7217779;Pablo Puente Guillen;194
7217780;Zhenyu Wen;56
7217781;Christopher Hampson;19
7217782;Alice Good;69
7217783;Maxwell Jaderberg;39
7217784;David Trepess;195
7217785;Cedric Raguenaud;152
7217786;David Sellier;154
7217787;Silvia Masiero;35
7217788;Nasser Tairan;95
7217789;Huiying Mu;118
7217790;Simon Coupe;57
7217791;Manoj Misra;98
7217792;Simon P. Martin;8
7217793;Veronica Esther Arriola Rios;164
7217794;R. Dabh;58
7217795;W. E. Richardson;3
7217796;Ahmad R. Shahid;148
7217797;Salem A. Garawi;166
7217798;Pauline A. Wilcox;82
7217799;Mathew Neville Smith;51
7217800;Kevin Tiow Wee Tang;159
7217801;Neven T. Tomov;74
7217802;S. S. Albugami;119
7217803;J. Jeon;119
7217804;Hisashi Hayashi;182
7217805;Steven Simpson;191
7217806;Derek John Cooke;15
7217807;John Francis Samual;73
7217808;Mohammed Kyari Mustafa;51
7217809;Mohd Yunus Nayan;94
7217810;Mohamed A. Edris Abdalla;169
7217811;Bin Li 0021;96
7217812;Ke Li 0009;164
7217813;Changhe Li;71
7217814;Edward William Blakey;137
7217815;Unaizah Hanum Binti Obaidellah;113
7217816;James Arthur Robert Marshall;73
7217817;Miguel Angel Ríos Gaona;38
7217818;Peter Moritz Wortmann;id
7217819;Tarek Abudawood;64
7217820;Sawal Hamid Md Ali;133
7217821;Ian Hosein;169
7217822;Timothy Womack;127
7217823;Andrew John Kennedy;197
7217824;Randa Aly Mosaad El-Marakby;126
7217825;Saeed Turabzadeh;137
7217826;Smaragda Zygridou;64
7217827;Sajid Baloch;125
7217828;Edward Kent;69
7217829;Guiseppe Mauri;30
7217830;H. I. Paltikian;51
7217831;John Pagonis;28
7217832;Louise Rasmussen;171
7217833;Anton Stefanek;23
7217834;David Michael Cattrall;127
7217835;A. L. Cursons;16
7217836;Zhan Huang 0001;82
7217837;Pierre-Évariste Dagand;149
7217838;Paul Raymond Nicholl;151
7217839;Matthew David Crosby;76
7217840;Miroslav Hamouz;181
7217841;J. Short;38
7217842;Simon Brown 0002;51
7217843;Damien Hugh Coyle;118
7217844;Bernhard Spanlang;109
7217845;Subramanian Ambati;68
7217846;Kamalpreet Kaur;80
7217847;Ioannis Papanagiotou;86
7217848;Richard Kevin Donnelly;48
7217849;Rachel Anne Bourne;148
7217850;Paula Kotzé;166
7217851;M. D. Edwards;111
7217852;Lorenzo Valeri;134
7217853;Paulo Borba;102
7217854;Hüseyin Avsar;116
7217855;David James Gibson;100
7217856;Matthew Charles Higgs;3
7217857;Philip J. Willis;58
7217858;Thomas Melluish;153
7217859;Aaron Paul Johnson;136
7217860;Ian George Clark;166
7217861;Paul Dan Marinescu;56
7217862;Manal Al Ghamdi;49
7217863;Fatma Layas;167
7217864;Linda Finch;68
7217865;Christopher Arthur Brewster;62
7217866;A. Cartledge;59
7217867;Lei Shi 0007;159
7217868;Vishnu Kotrajaras;26
7217869;Abdullah A. H. Alzahrani;84
7217870;Constantinos Papadopoulos;191
7217871;Ming Gao 0003;76
7217872;Mark B. Josephs;112
7217873;Stuart John Harding Kent;95
7217874;K. Armstrong;99
7217875;Lazaros Zafeiriou;39
7217876;Christopher Lazareus;125
7217877;Omed S. Khalind;88
7217878;Paul J. McCullagh;92
7217879;Martin Hugh Goodfellow;156
7217880;Robert F. MacInnis;85
7217881;James C. R. Purbrick;158
7217882;Elena Chernikova;188
7217883;Charles Harkness Forsyth;7
7217884;Mihai Valentin Tablan;42
7217885;Abdullah Mohd Zin;19
7217886;Harald Braun;162
7217887;Fotis Liarokapis;185
7217888;Khattab M. Ali Alheeti;28
7217889;Mohamed Juma Al Darmaki;185
7217890;Geoffrey Ellis;83
7217891;Muntadher Fadhil Sallal;142
